Iteration	Posterior	Likelihood	Prior	biome_rates[1]	biome_rates[2]	biome_rates[3]	biome_rates[4]	birth	br_base	br_CW	br_TW	br_WC	br_WT	death	diversification	dr_base	endAge	rate_biome	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	root_age	tree_length	turnover	w_biome	w_graph[1]	w_graph[2]	w_graph[3]	w_land	w_not_biome	w_null
500	-981.476	-170.353	-811.123	0.471752	0.869506	0.460715	0.866891	0.1178737	0.9144517	0.8668907	0.4607148	0.8695058	0.4717524	0.08584183	0.03203185	0.08554834	69.38825	0.02358868	0.0546268	0.0546268	0.0546268	0.0546268	0.0546268	0.0546268	0.0559356	0.0559356	0.0559356	0.0559356	0.0559356	0.0559356	0.0561043	0.0561043	0.0561043	0.0561043	0.0561043	0.0561043	69.38825	1758.837	0.7282527	0.1984194	0.517535	0.284045	0.198419	0.2840455	0.8015806	0.5175351
550	-979.533	-169.267	-810.266	0.617561	0.443986	0.271779	0.604673	0.1304868	0.9435084	0.6046731	0.271779	0.443986	0.6175613	0.07841782	0.05206903	0.0564916	69.38825	0.05206364	0.0337331	0.0337331	0.0337331	0.0337331	0.0337331	0.0337331	0.0766515	0.0766515	0.0766515	0.0766515	0.0766515	0.0766515	0.056282	0.056282	0.056282	0.056282	0.056282	0.056282	69.38825	1758.837	0.6009634	0.7848359	0.184325	0.0308393	0.784836	0.03083933	0.2151641	0.1843248
600	-980.529	-171.665	-808.864	0.91935	0.720879	0.358257	0.951986	0.1156588	0.9116833	0.9519862	0.3582573	0.7208788	0.9193504	0.05698918	0.05866962	0.08831672	69.38825	0.02163305	0.0302515	0.0302515	0.0302515	0.0302515	0.0302515	0.0302515	0.0776305	0.0776305	0.0776305	0.0776305	0.0776305	0.0776305	0.0587847	0.0587847	0.0587847	0.0587847	0.0587847	0.0587847	69.38825	1758.837	0.4927354	0.42005	0.185728	0.394222	0.42005	0.3942221	0.57995	0.185728
650	-978.888	-169.211	-809.677	0.956067	0.93821	0.230447	0.989356	0.126423	0.9103452	0.9893565	0.2304471	0.9382095	0.9560667	0.07213314	0.05428987	0.08965478	69.38825	0.03492549	0.0183493	0.0183493	0.0183493	0.0183493	0.0183493	0.0183493	0.0761265	0.0761265	0.0761265	0.0761265	0.0761265	0.0761265	0.0721909	0.0721909	0.0721909	0.0721909	0.0721909	0.0721909	69.38825	1758.837	0.5705697	0.3426345	0.446529	0.210837	0.342635	0.2108366	0.6573655	0.4465288
700	-979.032	-169.475	-809.557	0.666643	0.794616	0.28838	0.662861	0.09736868	0.924287	0.6628606	0.2883797	0.7946156	0.6666434	0.03883984	0.05852884	0.07571304	69.38825	0.04528772	0.0273994	0.0273994	0.0273994	0.0273994	0.0273994	0.0273994	0.0633388	0.0633388	0.0633388	0.0633388	0.0633388	0.0633388	0.0759285	0.0759285	0.0759285	0.0759285	0.0759285	0.0759285	69.38825	1758.837	0.3988946	0.2100424	0.127991	0.661966	0.210042	0.6619663	0.7899576	0.1279913
750	-980.57	-170.845	-809.724	0.843479	0.919342	0.176046	0.488925	0.09078546	0.8978681	0.4889246	0.1760465	0.9193425	0.8434788	0.03493824	0.05584721	0.1021319	69.38825	0.03490492	0.011261	0.011261	0.011261	0.011261	0.011261	0.011261	0.053954	0.053954	0.053954	0.053954	0.053954	0.053954	0.101452	0.101452	0.101452	0.101452	0.101452	0.101452	69.38825	1758.837	0.384844	0.2560752	0.596927	0.146998	0.256075	0.1469979	0.7439248	0.5969269
800	-984.529	-174.878	-809.65	0.553653	0.453681	0.343681	0.490047	0.1311022	0.9281154	0.4900467	0.3436815	0.4536814	0.5536528	0.08530485	0.04579732	0.07188463	69.38825	0.02510219	0.0406271	0.0406271	0.0406271	0.0406271	0.0406271	0.0406271	0.0654482	0.0654482	0.0654482	0.0654482	0.0654482	0.0654482	0.0605914	0.0605914	0.0605914	0.0605914	0.0605914	0.0605914	69.38825	1758.837	0.6506746	0.08163942	0.503571	0.414789	0.0816394	0.4147894	0.9183606	0.5035712
850	-979.144	-168.876	-810.268	0.23037	0.750967	0.249556	0.925175	0.1279021	0.9210928	0.9251751	0.2495559	0.7509673	0.23037	0.08831925	0.03958283	0.07890723	69.38825	0.03269294	0.0623655	0.0623655	0.0623655	0.0623655	0.0623655	0.0623655	0.0575708	0.0575708	0.0575708	0.0575708	0.0575708	0.0575708	0.0467304	0.0467304	0.0467304	0.0467304	0.0467304	0.0467304	69.38825	1758.837	0.6905224	0.2968515	0.115452	0.587696	0.296852	0.587696	0.7031485	0.1154524
900	-982.045	-170.006	-812.038	0.979257	0.876901	0.441117	0.852218	0.08569827	0.8627024	0.8522178	0.4411174	0.8769011	0.979257	0.04576019	0.03993808	0.1372976	69.38825	0.02674958	0.03028	0.03028	0.03028	0.03028	0.03028	0.03028	0.0672199	0.0672199	0.0672199	0.0672199	0.0672199	0.0672199	0.0691668	0.0691668	0.0691668	0.0691668	0.0691668	0.0691668	69.38825	1758.837	0.5339686	0.2517488	0.682531	0.0657206	0.251749	0.06572058	0.7482512	0.6825306
950	-980.468	-170.701	-809.767	0.816152	0.922057	0.379686	0.420999	0.1163757	0.9266674	0.4209989	0.3796857	0.9220567	0.816152	0.07287585	0.04349987	0.0733326	69.38825	0.0376536	0.0212114	0.0212114	0.0212114	0.0212114	0.0212114	0.0212114	0.0455949	0.0455949	0.0455949	0.0455949	0.0455949	0.0455949	0.0998603	0.0998603	0.0998603	0.0998603	0.0998603	0.0998603	69.38825	1758.837	0.6262118	0.8308267	0.0689644	0.100209	0.830827	0.1002089	0.1691733	0.0689644
1000	-984.966	-175.123	-809.844	0.553897	0.977907	0.417271	0.825544	0.1022851	0.9532834	0.825544	0.4172712	0.9779071	0.5538967	0.0498246	0.05246046	0.04671658	69.38825	0.06513181	0.0427368	0.0427368	0.0427368	0.0427368	0.0427368	0.0427368	0.0567299	0.0567299	0.0567299	0.0567299	0.0567299	0.0567299	0.0672	0.0672	0.0672	0.0672	0.0672	0.0672	69.38825	1758.837	0.4871151	0.02119797	0.495887	0.482915	0.021198	0.4829155	0.978802	0.4958865
1050	-981.971	-172.026	-809.945	0.7388	0.678104	0.879802	0.929916	0.1189815	0.8962033	0.9299165	0.8798017	0.6781041	0.7387998	0.05073929	0.06824221	0.1037967	69.38825	0.02173762	0.0679696	0.0679696	0.0679696	0.0679696	0.0679696	0.0679696	0.0570764	0.0570764	0.0570764	0.0570764	0.0570764	0.0570764	0.0416207	0.0416207	0.0416207	0.0416207	0.0416207	0.0416207	69.38825	1758.837	0.4264469	0.5618117	0.0856025	0.352586	0.561812	0.3525858	0.4381883	0.08560253
1100	-979.441	-170.098	-809.342	0.45561	0.786291	0.179856	0.679132	0.1167974	0.9046572	0.6791321	0.1798556	0.7862913	0.4556096	0.07100197	0.04579542	0.09534282	69.38825	0.0297995	0.0257754	0.0257754	0.0257754	0.0257754	0.0257754	0.0257754	0.0652943	0.0652943	0.0652943	0.0652943	0.0652943	0.0652943	0.0755969	0.0755969	0.0755969	0.0755969	0.0755969	0.0755969	69.38825	1758.837	0.6079071	0.3334899	0.621752	0.0447581	0.33349	0.04475809	0.6665101	0.621752
1150	-979.405	-169.989	-809.416	0.552644	0.605021	0.428904	0.719727	0.1007396	0.9399982	0.7197267	0.4289041	0.6050211	0.5526443	0.04264399	0.05809563	0.06000179	69.38825	0.04381232	0.0494317	0.0494317	0.0494317	0.0494317	0.0494317	0.0494317	0.063693	0.063693	0.063693	0.063693	0.063693	0.063693	0.053542	0.053542	0.053542	0.053542	0.053542	0.053542	69.38825	1758.837	0.4233091	0.7716663	0.17826	0.0500737	0.771666	0.05007366	0.2283337	0.17826
1200	-982.829	-170.797	-812.032	0.15585	0.962016	0.169475	0.733903	0.1531974	0.8839355	0.7339026	0.1694747	0.9620158	0.1558498	0.09455362	0.0586438	0.1160645	69.38825	0.02642436	0.0533326	0.0533326	0.0533326	0.0533326	0.0533326	0.0533326	0.0490449	0.0490449	0.0490449	0.0490449	0.0490449	0.0490449	0.0642892	0.0642892	0.0642892	0.0642892	0.0642892	0.0642892	69.38825	1758.837	0.6172011	0.2876109	0.362921	0.349469	0.287611	0.3494685	0.7123891	0.3629206
1250	-980.205	-170.745	-809.459	0.870783	0.602916	0.375037	0.797457	0.1058727	0.8720235	0.7974572	0.3750372	0.6029164	0.8707825	0.03933809	0.06653456	0.1279765	69.38825	0.02843433	0.0328259	0.0328259	0.0328259	0.0328259	0.0328259	0.0328259	0.076217	0.076217	0.076217	0.076217	0.076217	0.076217	0.0576238	0.0576238	0.0576238	0.0576238	0.0576238	0.0576238	69.38825	1758.837	0.3715605	0.3664415	0.010618	0.622941	0.366441	0.6229405	0.6335585	0.01061803
1300	-979.165	-169.078	-810.087	0.977862	0.656995	0.258882	0.62345	0.1173885	0.9462566	0.6234502	0.2588818	0.6569952	0.9778619	0.07504921	0.04233932	0.05374345	69.38825	0.04572532	0.0190308	0.0190308	0.0190308	0.0190308	0.0190308	0.0190308	0.0718841	0.0718841	0.0718841	0.0718841	0.0718841	0.0718841	0.0757518	0.0757518	0.0757518	0.0757518	0.0757518	0.0757518	69.38825	1758.837	0.6393232	0.1438999	0.587772	0.268329	0.1439	0.2683285	0.8561001	0.5877716
1350	-980.108	-170	-810.108	0.592857	0.780727	0.132684	0.94279	0.1013293	0.9316485	0.9427898	0.1326838	0.7807275	0.5928574	0.03215765	0.06917167	0.0683515	69.38825	0.04271564	0.0181785	0.0181785	0.0181785	0.0181785	0.0181785	0.0181785	0.0812252	0.0812252	0.0812252	0.0812252	0.0812252	0.0812252	0.0672629	0.0672629	0.0672629	0.0672629	0.0672629	0.0672629	69.38825	1758.837	0.3173578	0.1611601	0.0825978	0.756242	0.16116	0.7562421	0.8388399	0.0825978
1400	-981.074	-170.407	-810.668	0.280439	0.874333	0.283445	0.453173	0.1249459	0.9152971	0.4531731	0.2834452	0.8743332	0.2804394	0.05803662	0.06690924	0.08470291	69.38825	0.0353935	0.0427537	0.0427537	0.0427537	0.0427537	0.0427537	0.0427537	0.0423004	0.0423004	0.0423004	0.0423004	0.0423004	0.0423004	0.0816126	0.0816126	0.0816126	0.0816126	0.0816126	0.0816126	69.38825	1758.837	0.4644941	0.127957	0.171352	0.700691	0.127957	0.7006912	0.872043	0.1713518
1450	-980.319	-170.797	-809.522	0.441369	0.994111	0.337477	0.956542	0.117819	0.8302148	0.9565418	0.3374771	0.994111	0.441369	0.07681954	0.04099941	0.1697852	69.38825	0.02223392	0.0454496	0.0454496	0.0454496	0.0454496	0.0454496	0.0454496	0.0594412	0.0594412	0.0594412	0.0594412	0.0594412	0.0594412	0.0617758	0.0617758	0.0617758	0.0617758	0.0617758	0.0617758	69.38825	1758.837	0.6520135	0.01495538	0.143609	0.841436	0.0149554	0.8414356	0.9850446	0.143609
1500	-980.645	-169.537	-811.109	0.935854	0.612344	0.207742	0.618116	0.08839565	0.9255751	0.618116	0.2077415	0.6123439	0.9358541	0.04403613	0.04435952	0.07442489	69.38825	0.0363494	0.0167206	0.0167206	0.0167206	0.0167206	0.0167206	0.0167206	0.0753247	0.0753247	0.0753247	0.0753247	0.0753247	0.0753247	0.0746213	0.0746213	0.0746213	0.0746213	0.0746213	0.0746213	69.38825	1758.837	0.4981708	0.2132573	0.647556	0.139187	0.213257	0.1391867	0.7867427	0.647556
1550	-980.965	-170.113	-810.852	0.748588	0.546418	0.234575	0.690386	0.1270544	0.9542057	0.6903864	0.234575	0.5464179	0.7485884	0.09022828	0.03682616	0.04579429	69.38825	0.04183823	0.0248126	0.0248126	0.0248126	0.0248126	0.0248126	0.0248126	0.0791832	0.0791832	0.0791832	0.0791832	0.0791832	0.0791832	0.0626709	0.0626709	0.0626709	0.0626709	0.0626709	0.0626709	69.38825	1758.837	0.7101545	0.08142385	0.896421	0.0221547	0.0814239	0.02215474	0.9185761	0.8964214
1600	-981.301	-172.049	-809.252	0.472148	0.361031	0.350352	0.421181	0.1156702	0.9188205	0.4211813	0.3503519	0.3610311	0.4721477	0.06142961	0.05424061	0.08117952	69.38825	0.03629043	0.0475808	0.0475808	0.0475808	0.0475808	0.0475808	0.0475808	0.0641217	0.0641217	0.0641217	0.0641217	0.0641217	0.0641217	0.0549642	0.0549642	0.0549642	0.0549642	0.0549642	0.0549642	69.38825	1758.837	0.5310754	0.1873635	0.628146	0.184491	0.187364	0.1844907	0.8126365	0.6281457
1650	-985.428	-175.644	-809.784	0.15719	0.605647	0.0630834	0.711229	0.1081055	0.8786554	0.7112293	0.06308341	0.6056474	0.1571904	0.06440359	0.04370195	0.1213446	69.38825	0.03659593	0.0296894	0.0296894	0.0296894	0.0296894	0.0296894	0.0296894	0.0739798	0.0739798	0.0739798	0.0739798	0.0739798	0.0739798	0.0629975	0.0629975	0.0629975	0.0629975	0.0629975	0.0629975	69.38825	1758.837	0.5957473	0.03915006	0.667331	0.293519	0.0391501	0.2935186	0.9608499	0.6673313
1700	-980.037	-169.387	-810.649	0.492023	0.903732	0.322387	0.668499	0.1121811	0.9286637	0.6684995	0.3223867	0.9037315	0.4920232	0.0745399	0.03764115	0.07133629	69.38825	0.04013286	0.0363154	0.0363154	0.0363154	0.0363154	0.0363154	0.0363154	0.0554242	0.0554242	0.0554242	0.0554242	0.0554242	0.0554242	0.074927	0.074927	0.074927	0.074927	0.074927	0.074927	69.38825	1758.837	0.6644607	0.9565095	0.0150457	0.0284448	0.95651	0.02844483	0.04349049	0.01504566
1750	-979.533	-170.08	-809.453	0.787536	0.891678	0.312707	0.923085	0.1044147	0.9478286	0.9230851	0.312707	0.8916783	0.7875364	0.04034157	0.06407317	0.05217144	69.38825	0.03576251	0.0280055	0.0280055	0.0280055	0.0280055	0.0280055	0.0280055	0.0705304	0.0705304	0.0705304	0.0705304	0.0705304	0.0705304	0.0681307	0.0681307	0.0681307	0.0681307	0.0681307	0.0681307	69.38825	1758.837	0.3863589	0.1094115	0.24241	0.648178	0.109411	0.6481785	0.8905885	0.24241
1800	-979.798	-170.705	-809.093	0.458925	0.96851	0.280201	0.557944	0.1062761	0.8968546	0.5579437	0.2802009	0.9685099	0.4589252	0.05946275	0.04681338	0.1031454	69.38825	0.02399392	0.0304086	0.0304086	0.0304086	0.0304086	0.0304086	0.0304086	0.0498045	0.0498045	0.0498045	0.0498045	0.0498045	0.0498045	0.0864535	0.0864535	0.0864535	0.0864535	0.0864535	0.0864535	69.38825	1758.837	0.5595118	0.6038377	0.329959	0.066203	0.603838	0.06620299	0.3961623	0.3299593
1850	-980.992	-169.962	-811.03	0.206058	0.293344	0.121787	0.518193	0.1220217	0.9549571	0.5181928	0.1217872	0.2933437	0.2060581	0.0849431	0.03707856	0.0450429	69.38825	0.05655399	0.0456652	0.0456652	0.0456652	0.0456652	0.0456652	0.0456652	0.0772634	0.0772634	0.0772634	0.0772634	0.0772634	0.0772634	0.043738	0.043738	0.043738	0.043738	0.043738	0.043738	69.38825	1758.837	0.6961313	0.2006333	0.315897	0.48347	0.200633	0.4834699	0.7993667	0.3158968
1900	-981.981	-172.249	-809.732	0.591372	0.922597	0.320943	0.696357	0.09528555	0.9504006	0.6963569	0.3209432	0.9225968	0.5913719	0.02699765	0.0682879	0.04959936	69.38825	0.02951768	0.0315426	0.0315426	0.0315426	0.0315426	0.0315426	0.0315426	0.0581206	0.0581206	0.0581206	0.0581206	0.0581206	0.0581206	0.0770034	0.0770034	0.0770034	0.0770034	0.0770034	0.0770034	69.38825	1758.837	0.2833342	0.2752201	0.478825	0.245954	0.27522	0.2459544	0.7247799	0.4788255
1950	-981.106	-171.732	-809.374	0.782038	0.79421	0.51268	0.507768	0.1280255	0.8656007	0.5077678	0.5126803	0.7942098	0.7820375	0.07647161	0.05155386	0.1343993	69.38825	0.02483208	0.0339355	0.0339355	0.0339355	0.0339355	0.0339355	0.0339355	0.0517648	0.0517648	0.0517648	0.0517648	0.0517648	0.0517648	0.0809664	0.0809664	0.0809664	0.0809664	0.0809664	0.0809664	69.38825	1758.837	0.5973156	0.4513002	0.228288	0.320411	0.4513	0.3204113	0.5486998	0.2282884
2000	-979.598	-169.524	-810.074	0.852816	0.624779	0.233225	0.935714	0.1142553	0.9263139	0.935714	0.2332252	0.6247792	0.8528163	0.07285958	0.04139575	0.07368612	69.38825	0.04055463	0.0234803	0.0234803	0.0234803	0.0234803	0.0234803	0.0234803	0.0858584	0.0858584	0.0858584	0.0858584	0.0858584	0.0858584	0.057328	0.057328	0.057328	0.057328	0.057328	0.057328	69.38825	1758.837	0.6376909	0.2914012	0.392615	0.315984	0.291401	0.3159841	0.7085988	0.3926147
2050	-979.237	-169.952	-809.285	0.996376	0.820634	0.365844	0.755657	0.1069741	0.9500239	0.7556569	0.3658445	0.8206341	0.996376	0.05316184	0.05381225	0.04997607	69.38825	0.04163262	0.0249457	0.0249457	0.0249457	0.0249457	0.0249457	0.0249457	0.0679395	0.0679395	0.0679395	0.0679395	0.0679395	0.0679395	0.0737815	0.0737815	0.0737815	0.0737815	0.0737815	0.0737815	69.38825	1758.837	0.4969599	0.04861383	0.65988	0.291506	0.0486138	0.291506	0.9513862	0.6598801
2100	-980.55	-171.103	-809.447	0.853017	0.362405	0.236555	0.455944	0.1037113	0.942988	0.4559436	0.2365552	0.3624054	0.8530172	0.05359346	0.05011781	0.05701198	69.38825	0.04070043	0.0223049	0.0223049	0.0223049	0.0223049	0.0223049	0.0223049	0.0804313	0.0804313	0.0804313	0.0804313	0.0804313	0.0804313	0.0639305	0.0639305	0.0639305	0.0639305	0.0639305	0.0639305	69.38825	1758.837	0.5167564	0.4607569	0.150606	0.388637	0.460757	0.3886372	0.5392431	0.150606
2150	-982.09	-172.408	-809.682	0.787114	0.804775	0.784461	0.772771	0.08785747	0.8879625	0.772771	0.7844607	0.8047749	0.7871136	0.03615495	0.05170252	0.1120375	69.38825	0.01980892	0.054675	0.054675	0.054675	0.054675	0.054675	0.054675	0.0548599	0.0548599	0.0548599	0.0548599	0.0548599	0.0548599	0.0571318	0.0571318	0.0571318	0.0571318	0.0571318	0.0571318	69.38825	1758.837	0.4115182	0.3701474	0.601752	0.0281001	0.370147	0.02810013	0.6298526	0.6017524
2200	-980.82	-171.46	-809.36	0.261837	0.872599	0.613195	0.759614	0.1024439	0.9088151	0.7596139	0.613195	0.8725995	0.2618365	0.03451166	0.0679322	0.09118489	69.38825	0.02312893	0.0869178	0.0869178	0.0869178	0.0869178	0.0869178	0.0869178	0.0371142	0.0371142	0.0371142	0.0371142	0.0371142	0.0371142	0.0426346	0.0426346	0.0426346	0.0426346	0.0426346	0.0426346	69.38825	1758.837	0.3368836	0.7079815	0.128607	0.163412	0.707982	0.1634118	0.2920185	0.1286066
2250	-979.212	-169.702	-809.511	0.51112	0.933739	0.253397	0.991699	0.1102482	0.9399523	0.9916993	0.253397	0.9337394	0.5111204	0.06528199	0.04496623	0.06004768	69.38825	0.03306036	0.0339011	0.0339011	0.0339011	0.0339011	0.0339011	0.0339011	0.068381	0.068381	0.068381	0.068381	0.068381	0.068381	0.0643845	0.0643845	0.0643845	0.0643845	0.0643845	0.0643845	69.38825	1758.837	0.5921364	0.3347828	0.597035	0.0681824	0.334783	0.06818242	0.6652172	0.5970347
2300	-979.806	-170.208	-809.597	0.741408	0.817605	0.404437	0.616965	0.1128266	0.8810351	0.6169653	0.4044366	0.8176052	0.7414078	0.0708547	0.04197188	0.1189649	69.38825	0.02674391	0.0316704	0.0316704	0.0316704	0.0316704	0.0316704	0.0316704	0.0580578	0.0580578	0.0580578	0.0580578	0.0580578	0.0580578	0.0769385	0.0769385	0.0769385	0.0769385	0.0769385	0.0769385	69.38825	1758.837	0.6279965	0.1744968	0.0841477	0.741356	0.174497	0.7413555	0.8255032	0.08414771
2350	-981.169	-171.997	-809.172	0.540024	0.314698	0.509279	0.905856	0.1184653	0.8937834	0.9058563	0.5092793	0.3146979	0.5400243	0.07251253	0.04595273	0.1062166	69.38825	0.02474296	0.0686225	0.0686225	0.0686225	0.0686225	0.0686225	0.0686225	0.0727652	0.0727652	0.0727652	0.0727652	0.0727652	0.0727652	0.0252789	0.0252789	0.0252789	0.0252789	0.0252789	0.0252789	69.38825	1758.837	0.6120996	0.5629677	0.282989	0.154044	0.562968	0.1540437	0.4370323	0.2829887
2400	-981.627	-172.517	-809.11	0.868586	0.781421	0.335406	0.527422	0.1192516	0.8898337	0.5274222	0.3354064	0.7814206	0.8685858	0.07461944	0.04463214	0.1101663	69.38825	0.0208152	0.0224423	0.0224423	0.0224423	0.0224423	0.0224423	0.0224423	0.0581178	0.0581178	0.0581178	0.0581178	0.0581178	0.0581178	0.0861065	0.0861065	0.0861065	0.0861065	0.0861065	0.0861065	69.38825	1758.837	0.6257313	0.1133709	0.473482	0.413147	0.113371	0.4131468	0.8866291	0.4734823
2450	-980.247	-169.304	-810.943	0.348848	0.780071	0.230113	0.828026	0.1137273	0.9484107	0.8280259	0.2301134	0.7800707	0.3488479	0.04132891	0.07239841	0.05158933	69.38825	0.04302528	0.0422565	0.0422565	0.0422565	0.0422565	0.0422565	0.0422565	0.0640601	0.0640601	0.0640601	0.0640601	0.0640601	0.0640601	0.0603501	0.0603501	0.0603501	0.0603501	0.0603501	0.0603501	69.38825	1758.837	0.3634035	0.2284766	0.344319	0.427204	0.228477	0.4272039	0.7715234	0.3443195
